Bibliotek|Alternativt biblioteksnamn|Sigel|Bibliotekstyp|Gatuadress|Postnummer|Ort|Besöksadress|Latitud|Longitud|Län|Kommunkod|Telefonnummer|E-post|Webbadress|Geocode
Ledøje-Smørum Bibliotek||2Lsb||Flodvej 68|2765|Smørum||0|0|||4572597700|bib@lskom.dk|http://biblioteket.lskom.dk|Flodvej 68, 2765, Smørum, Denmark
Lunds universitets bibliotek||Lmem|univbib|Clinical Research Centre, SUS Malmö|205 02|Malmö|Jan Waldenströms gata 36|55.588655|13.005417|LM|1281|040391500|bibliotek.malmo@med.lu.se|http://www.med.lu.se/bibliotek/|Jan Waldenströms gata 36, 205 02, Malmö, Sweden
Campusbiblioteket i centrum||3Hk||Brobergsterrassen 5A (PB 9)|00014|Helsingfors Universitet|Brobergsterrassen 5 A|0|0|||358919120600|hk-kauko@helsinki.fi|http://www.helsinki.fi/bibliotek/centrum/|Brobergsterrassen 5 A, 00014, Helsingfors Universitet, Finland
Taserudsgymnasiets bibliotek, Arvika kommun||Tagy|skolbib|112 Taserudsgymnasiet|67181|Arvika|Jägargatan 8|0|0|S|1784|057082674|taserudsbiblioteket@arvika.se|http://www.taserud.com/|Jägargatan 8, 67181, Arvika, Sweden
ArkivCentrum Örebro län||Ac|musbib|Nikolaigatan 3|70210|Örebro||59.272301|15.209832|T|1880|0196112900|arkivcentrum@arkivcentrum.se|http://www.arkivcentrum.se|Nikolaigatan 3, 70210, Örebro, Sweden
Världsbiblioteket||Bvb|specbib|Tegelviksgatan 40|116 41|Stockholm||59.309418|18.096799|AB|0180|0722-522 287|vbib@solidaritetshuset.se|http://solidaritetshuset.se/cgi-bin/solhus.cgi?d=s&w=107|Tegelviksgatan 40, 116 41, Stockholm, Sweden
Myndigheten för samhällsskydd och beredskap||Rvsk|specbib||651 81|Karlstad|Norra Klaragatan 18|0|0||1780|0102405600|biblioteket@msbmyndigheten.se|http://www.raddningsverket.se|Norra Klaragatan 18, 651 81, Karlstad, Sweden
Stiftelsen Skansen bibliotek||Ska|specbib|Box 27807|11593|Stockholm|Djurgårdsslätten 49-51|59.324424|18.100979|AB|0180|084428000|gunilla.bachler@skansen.se|http://www.skansen.se|Djurgårdsslätten 49-51, 11593, Stockholm, Sweden
Täljegymnasiet|Täljegymnasiet Biblioteket|Gbt|gymbib|Biblioteket|151 89|Södertälje|Erik Dahlbergs väg 1-3|59.2003111|17.6347308|AB|0181|0852301592|gymnasiebibl.talje@sodertalje.se|http://www.sodertalje.se/Skolwebbar/Taljegymnasiet/bibliotek/|Erik Dahlbergs väg 1-3, 151 89, Södertälje, Sweden
Taastrup bibliotek||2Taa||Taastrup Hovedgade 86|2630|Taastrup||0|0|||4543352000|referenceafd@htk.dk|http://bibliotek.htk.dk|Taastrup Hovedgade 86, 2630, Taastrup, Denmark
Bromangymnasiets bibliotek||Brgy|gymbib|Box 1204|82415|Hudiksvall|Gymnasiev. 4|61.7429103|17.103522|X|2184|065019747|staffan.holm@hudiksvall.se||Gymnasiev. 4, 82415, Hudiksvall, Sweden
Karleby stadsbibliotek - landskapsbibliotek||3Kar||PB 141|67101|Karleby||0|0|||35868289736|helina.kolehmainen@kokkola.fi|http://|PB 141, 67101, Karleby, Finland
PKKS||3Pkk||Tikkamäentie 16|80210|Joensuu||0|0|||358131712045|sari.h.huttunen@pkssk.fi|http://www.pkssk.fi/tieteellinen_kirjasto|Tikkamäentie 16, 80210, Joensuu, Finland
Högskolebiblioteket i Haugesund||5Hbh||Björnsonsgt. 45|5528|Haugesund||0|0|||4752702605|grethe.hoyvik@hsh.no|http://www.hsh.no/biblioteket.htm|Björnsonsgt. 45, 5528, Haugesund, Norway
Vallentuna gymnasium||Wiki|gymbib|Box 153|186 23|Vallentuna|Gymnasievägen 4|59.5334607|18.0812556|AB|0115|0858785525|einar.spetz@skolor.vallentuna.se||Gymnasievägen 4, 186 23, Vallentuna, Sweden
Holbaek Bibliotek||2Hbd||Nygade 9-13|4300|Holbaek|Nygade 9-13|0|0|||4559452040|hol.bib@holbkom.dk|http://bibliotek.holbaek.dk|Nygade 9-13, 4300, Holbaek, Denmark
Nicolaiskolan||Nic|skolbib|Studievägen 2|252 47|Helsingborg||56.046508|12.7090237|LM|1283|042105654|eva.regnersen@helsingborg.se|http://www.helsingborg.se/nicolaiskolan|Studievägen 2, 252 47, Helsingborg, Sweden
Brogårdsgymnasiet|Biblioteket|Brog|gymbib|Gamla Kyrkogatan 2|681 84|Kristinehamn||59.3112071|14.1133246|S|1781|055087414|sven-erik.lindblad@kristinehamn.se|http://www.kristinehamn.se/|Gamla Kyrkogatan 2, 681 84, Kristinehamn, Sweden
Risbergska skolan||Ris|skolbib|Box 311 50|701 35|Örebro|Hagagatan 53|59.2706491|15.1676306|T|1880|019-21 67 71|anna-lena.edlund@orebro.se|http://www.orebro.se/bibliotek.4.748886bc11463dec5c0800060103.html|Hagagatan 53, 701 35, Örebro, Sweden
P7 Revinghed||P7|specbib||247 82|Södra Sandby||0|0|LM||046368096|lena.hakansson@mil.se|http://|P7 Revinghed, 247 82, Södra Sandby, Sweden
Kungsängsgymnasiets bibliotek||Kubi|gymbib|Gymnasiegatan 1|733 40|Sala||0|0|U|1981|022455579 022455683|kskbibl@sala.se|http://www.ksk.sala.se/epi/sv/Kungsangsgymnasiet/Bibliotek/|Gymnasiegatan 1, 733 40, Sala, Sweden
Diakonhjemmet sykehus||5Dsm||Box 23 Vinderen|0319|Oslo|Diakonveien 12|0|0|||4722451639|hilde.i.flaatten@diakonsyk.no|http://www.diakonsyk.no/bibliotek|Diakonveien 12, 0319, Oslo, Norway
Hammarö Utbildningscenter||Huc|skolbib|Karlstads kommun|651 84|Karlstad|Djupsundsvägen 1|0|0|S|1780|054298210|huc-bibl@edu.karlstad.se|http://|Djupsundsvägen 1, 651 84, Karlstad, Sweden
Bergslagsskolan||Bssk|skolbib|Mårbackavägen 7|691 83|Karlskoga||0|0|T|1883|058661611|maria.jansson@karlskoga.se|http://www.mockelngymnasiet.se/|Mårbackavägen 7, 691 83, Karlskoga, Sweden
Bregårdsskolan||Bgsk|gymbib|Karlavägen 10|69141|Karlskoga||0|0|T|1883|058661544|helena.andersson@karlskoga.se|http://www.bun.karlskoga.se/gymnasiet/bg/biblioteket/skolbiblioteket2.htm|Karlavägen 10, 69141, Karlskoga, Sweden
Broaryds bibliotek||Broa|folkbib|Klockargårdsskolan|333 92|Broaryd||57.1220749|13.2429499|T|0662|037141065|broaryds.bibliotek@gislaved.se|http://194.71.116.240/kultur/bibliotek/bibl_broaryd.asp|Klockargårdsskolan, 333 92, Broaryd, Sweden
Sunderby sjukhusbibliotek||Lass|sjukbib||971 80|Luleå||65.6722408|21.9325378|BD|2580|0920282284|sunderby.sjukhusbibliotek@ltu.se|http://www.ltu.se/ltu/lib/SUNDERBY-sjukhusbibliotek|Sunderby sjukhusbibliotek, 971 80, Luleå, Sweden
Östersunds bibliotek||Osz|folkbib||831 80|Östersund|Rådhusgatan 25-27|63.176397|14.641417|Z|2380|063143050|lansbiblioteket@ostersund.se|http://www.bibliotekmitt.se/default.aspx?id=100578&ptid=0|Rådhusgatan 25-27, 831 80, Östersund, Sweden
Stifts- och landsbiblioteket i Skara||Sk00|folkbib|Skara kommun|532 88|Skara|Prubbatorget 1|0|0|O|1495|051132000|sol.bibl@skara.se|http://www.skara.se/se--gora/bibliotek.html|Prubbatorget 1, 532 88, Skara, Sweden
Vitterhetsakademiens bibliotek||Ax||Box  16008|103 21|Stockholm|Fredsgatan 2|0|0|AB|0180|010-4561242|biblioteket@medelhavsmuseet.se|http://www.varldskulturmuseerna.se/sv/medelhavsmuseet/|Fredsgatan 2, 103 21, Stockholm, Sweden
Sibelius-Akademins bibliotek||3Sab||PB 86|00260|Helsingfors|Tölögatan 28|0|0|||358207539541|ill@siba.fi|http://lib.siba.fi/swe/|Tölögatan 28, 00260, Helsingfors, Finland
Skodje folkebibliotek||5Sko||Rådhuset|6260|Skodje||0|0|||4770244875|biblioteket@skodje.kommune.no|http://www.skodje.kommune.no/infotorg/shownewsitem.asp?cat=300&id=6373&sup=6373;6373|Rådhuset, 6260, Skodje, Norway
Högbergsskolan||Hsbt|gymbib|Palmgatan 11 - 13|815 80|Tierp||60.3476807|17.5035463|C|0360|0293218390|biblioteket.hogbergsskolan@tierp.se|http://www.hogbergsskolan.se/|Palmgatan 11 - 13, 815 80, Tierp, Sweden
Kolonien Filadelfia||2Kfb||Kolonivej 1|4293|Dianalund||0|0|||4558271096|kfgisk@vestamt.dk|http://www.filadelfia.dk/|Kolonivej 1, 4293, Dianalund, Denmark
Forsviks industriminnen||Fimb|specbib|Bruksvägen 2|546 73|Forsvik||0|0|O||050518850|info.forsvik@vgregion.se|http://www.forsvik.com/sve/index.htm|Bruksvägen 2, 546 73, Forsvik, Sweden
NIFU STEP||5Nif||Wergelandsveien 7|0167|Oslo||0|0|||4722595100|kirsten.fuglestved@nifustep.no|http://www.nifustep.no|Wergelandsveien 7, 0167, Oslo, Norway
Forskningsrådet Formas bibliotek||Ff|specbib|Kungsbron 21\nBox 1206|111 82|Stockholm|Kungsbron 21, 8 tr.|59.332343|18.051733|AB|0180|087754000|info@formas.se|http://www.formas.se|Kungsbron 21, 8 tr., 111 82, Stockholm, Sweden
Studio Västsvensk konservering|SVK|Svk|specbib|Gamlestadsvägen 2-4 B2|41502|Göteborg||57.725401|12.007637|O|1480|010-441 43 44|lena.c.svensson@vgregion.se|http://www.svk.com/|Gamlestadsvägen 2-4 B2, 41502, Göteborg, Sweden
Hemslöjds Västra Götaland i Väst||Hvg|specbib|Allégatan 49|503 37|Borås||57.720134|12.94303|O|1490|033174910|info.hemslojd@vgregion.se|http://www.slojdivast.se|Allégatan 49, 503 37, Borås, Sweden
Vitlycke museum||Vim|specbib|Vitlycke 2|45793|Tanumshede||58.701281|11.340697|O||052520950|vitlycke.museum@vgregion.se|http://www.vitlyckemuseum.se|Vitlycke 2, 45793, Tanumshede, Sweden
Strindbergsmuseet||Sgm|musbib|Drottninggatan 85|11160|Stockholm||59.338472|18.056718|AB|0180|084115354|biblioteket@strindbergsmuseet.se|http://www.strindbergsmuseet.se/|Drottninggatan 85, 11160, Stockholm, Sweden
Göteborgs Naturhistoriska Museum||Gnm|musbib|Box 7283|402 35|Göteborg|Slottsskogen Östra, Museivägen 10|57.689877|11.94943|O|1480|0104414400|gunilla.h.rydberg@vgregion.se|http://www.gnm.se/|Slottsskogen Östra, Museivägen 10, 402 35, Göteborg, Sweden
Bohusläns museum||Bm|muslan|Box 403|451 19|Uddevalla|Museigatan 1|58.34935|11.927975|O|1485|0522656500|ann-christine.johansson@bohuslansmuseum.se|http://www.bohusmus.se/|Museigatan 1, 451 19, Uddevalla, Sweden
Regionmuseum Västra Götaland||Rmvg|musbib|Box 38|462 21|Vänersborg|Niklasbergsvägen 17|58.37315|12.340664|O|1487|0708115423|lena.c.svensson@vgregion.se|http://www.vanersborgsmuseum.se/sv/Vastarvet/Verksamheter/Vanersborgs-museum/Faktasidor/samlingar/?btid=episerver_57268|Niklasbergsvägen 17, 462 21, Vänersborg, Sweden
Aranäsgymnasiet||Argy|gymbib|Gymnasiegatan 44|434 42|Kungsbacka||57.4832999|12.0759543|N|1384|0300833356|aranasgymnasiet.bibliotek@kungsbacka.se|http://www.aranasgymnasiet.kungsbacka.se/|Gymnasiegatan 44, 434 42, Kungsbacka, Sweden
Gladsaxe Hovedbibliotek||2Gla||Søborg Hovedgate 220|DK-2860|Søborg||0|0|||4539576300|bibliotek@gladsaxe.dk|http://www.gladsaxebibliotekerne.dk/|Søborg Hovedgate 220, DK-2860, Søborg, Denmark
Vestsønderjyllands bibliotek||2Ves||Richtsensgade 10|DK-6270|Tønder|Richtsensgade 10|0|0|||4574929840|biblioteket@toender.dk|http://tbib.dk/|Richtsensgade 10, DK-6270, Tønder, Denmark
Arlandagymnasiet||Agyb|gymbib|Vikingvägen 2|195 85|Märsta|Vikingvägen 2|59.6175955|17.8386211|AB|0191|0859783033|pernilla.blomsjogren@sigtuna.se|http://www.arlandagymnasiet.se/|Vikingvägen 2, 195 85, Märsta, Sweden
Høgskolen i Nord-Trøndelag||5Hnt||Postboks 354|7801|Namsos||0|0|||74212367|bibnam@hint.no|http://www.hint.no/bibliotek/avdeling/namsos.html|Postboks 354, 7801, Namsos, Norway
Holavedsgymnasiet||Hogy|gymbib|Gillesgatan 4|573 82|Tranås|Gillesgatan 4|58.0342507|14.985489|F|0687|014068518|meb@tranas.se|http://www.ho.tranas.se/|Gillesgatan 4, 573 82, Tranås, Sweden
Universitetet i Oslo Universitetsbiblioteket||5Ulu||Postboks 1136 Blindern|0316|Oslo|Kirkeveien 166|0|0|||+4722119495|usmedbib@medisin.uio.no|http://www.ulleval.no/medbib|Kirkeveien 166, 0316, Oslo, Norway
Göteborgs konstmuseums bibliotek||Gkm|musbib|Götaplatsen/Avenyn|412 56|Göteborg||57.697539|11.978939|O|1480|0313683500/växel|info.konstmuseum@kultur.goteborg.se|http://www.konstmuseum.goteborg.se|Götaplatsen/Avenyn, 412 56, Göteborg, Sweden
VBU Högbergsskolan||Vbu|skolbib|Motorgatan 1 (paket)|77134|Ludvika|Bergsgatan12|60.1429421|15.189369|W|2085|024086523|felicia.andersson@vbu.ludvika.se|http://www.vbu.se/bibliotek/|Bergsgatan12, 77134, Ludvika, Sweden
Hölö Bibliotek||Soh|folkbib|Södertälje KommunHölö Bibliotek|151 89|Södertälje|Hölöskolan, Eriksbergsv. 9|59.0230994|17.5428616|AB|0181|0855023852|holo.bibliotek@sodertalje.se|http://bibliotek.sodertalje.se/|Hölöskolan, Eriksbergsv. 9, 151 89, Södertälje, Sweden
Høgskolebiblioteket på Stord||5Sto||Postboks 1064|N-5407|Stord|Klingenbergvegen|0|0|||04753491553|bibstord@hsh.no|http://www.hsh.no/biblioteket|Klingenbergvegen, N-5407, Stord, Norway
Teatterikorkeakoulun kirjasto||3Tea||PL 163|00531|Helsingfors|Haapaniemenkatu 6|0|0|||358943136362|library@teak.fi|http://www.teak.fi/kirjasto/|Haapaniemenkatu 6, 00531, Helsingfors, Finland
Houtskärs Kummunbibliotek||3Hou||Näsby|21 760|Houtskär||0|0|||35804633229|biblioteket@houtskar.fi|http://www.houtskar.fi/biblioteket.htm|Näsby, 21 760, Houtskär, Finland
Ullvigymnasiet||Ullv|gymbib|Badvägen 1|731 85|Köping||59.5067764|15.9847123|U|1983|022125434|biblioteket.ullvi@koping.se|http://www.ullvi.koping.se/bibliotek/|Badvägen 1, 731 85, Köping, Sweden
Trögstad bibliotek||5Trb||Postboks 34|1861|Trögstad|Idrettsvn. 10|0|0|||+4769824470|trbiblio@trogstad.kommune.no|http://www.trogstad.kommune.no/|Idrettsvn. 10, 1861, Trögstad, Norway
E-resurs fritt tillgänglig via Internet||FREE||||||0|0|||||http://|E-resurs fritt tillgänglig via Internet, , , None
Sarpsborgs bibliotek||5Sar||Postboks 222|1702|Sarpsborg|Sandesundsveien 13|0|0|||+4769116070|sarpsborg-fb@fjernlaan.no|http://www.sarpsborg.com/pub/Ece2PortalUrl?sectionId=1261|Sandesundsveien 13, 1702, Sarpsborg, Norway
Hvam videregående skole||5Hvs|||2165|Hvam||0|0|||+4763912109|bibliotekar@hvam.vgs.no|http://www.hvam.vgs.no|Hvam videregående skole, 2165, Hvam, Norway
Rygge bibliotek||5Rbi||Larkollvn. 9|N-1570|Dilling|larkollvn. 7|0|0|||+4769264420|biblioteket@rygge.kommune.no|http://www.rygge.kommune.no/ryggebibliotek/|larkollvn. 7, N-1570, Dilling, Norway
Spydeberg bibliotek||5Spy||Stasjonsgt. 35|1820|Spydeberg||0|0|||+4769682015|biblio@spydeberg.kommune.no|http://www.spydeberg.kommune.no/|Stasjonsgt. 35, 1820, Spydeberg, Norway
Råde Bibliotek||5Rdb||Skråtorpvn. 2 B|1640|Råde||0|0|||+4769295028|bibliotek@rade.kommune.no|http://rade.folkebibl.no|Skråtorpvn. 2 B, 1640, Råde, Norway
Moss Bibliotek||5Mob||Boks 400|1502|Moss|Fossen 22|0|0|||+4769248358|moss@moss.folkebibl.no|http://www.moss.folkebibl.no|Fossen 22, 1502, Moss, Norway
Sykehuset Östfold Fagbiblioteket||5Shf||Postboks 300|1714|Grålum|Kalnesveien 300|0|0|||+4769863210|fagbiblioteket@so-hf.no||Kalnesveien 300, 1714, Grålum, Norway
Eidsberg bibliotek||5Eid||Storgt. 15|1850|Mysen|Storgt. 15|0|0|||+4769702360|eidsberg.bibliotek@eidsberg.kommune.no|http://www.eidsberg.folkebibl.no/|Storgt. 15, 1850, Mysen, Norway
Halden bibliotek||5Hal||Tordenskjoldsgt. 1|1776|Halden||0|0|||+4769174770|info@halden.folkebibl.no|http://www.halden.folkebibl.no|Tordenskjoldsgt. 1, 1776, Halden, Norway
Oravais kommunbibliotek||3Ora||Öurvägen 31|66800|Oravais||0|0|||+35863852124|biblioteket@oravais.fi|http://fredrika.net/oravais|Öurvägen 31, 66800, Oravais, Finland
Nasjonalt kompetansesenter for aldring og helse||5Nde||Postboks 2136|N-3103|Tönsberg|Taranrödvn. 47|0|0|||+4733341654|bibliotek@aldringoghelse.no|http://aldringoghelse.no|Taranrödvn. 47, N-3103, Tönsberg, Norway
Fryshusets gymnasium||Frys|frisgym|Box 92022|120 06|Stockholm|Mårtendalsgatan 2-8|0|0||0180|086917651|susanne.nordqvist@fryshuset.se|http://www.fryshuset.se/|Mårtendalsgatan 2-8, 120 06, Stockholm, Sweden
Høgskolen i Oslo og Akershus||5Hak||Postboks 4, St. Olavs plass|0130|Oslo|Kunnskapsveien 55, Kjeller|0|0|||+4764849370|Lsb-Kjeller@hioa.no|http://www.hioa.no/LSB|Kunnskapsveien 55, Kjeller, 0130, Oslo, Norway
Skiptvet bibliotek||5Skv||Sundåsvn. 11|N-1816|Skiptvet||0|0|||+4769806280|bibliotek@skiptvet.kommune.no|http://www.skiptvet.folkebibl.no|Sundåsvn. 11, N-1816, Skiptvet, Norway
Lunds universitets bibliotek||Ltv|univbib|Box 118|221 00|Lund|John Ericssons väg 1|55.712596|13.211668|LM|1281|0462227937|vhuset@bibliotek.lth.se|http://www.lth.se/bibliotek/|John Ericssons väg 1, 221 00, Lund, Sweden
Lunds universitets bibliotek||Ltm|univbib|||||55.709458|13.210248|LM||||http://|Lunds universitets bibliotek, , , Sweden
Hobøl bibliotek|Hoböl bibliotek|5Hob||Postboks 53|1805|Tomter|Engen 2|0|0|||+4769924611|hobol.bibliotek@hobol.kommune.no|http://hobol.kommune.no|Engen 2, 1805, Tomter, Norway
Kriminalvårdsmyndigheten Österåker||Oaab||Anstalten Österåker\nBox 568|184 25|Åkersberga|Össebyvägen 80|0|0|||0855937037|isak.kullman@kvv.se|http://|Össebyvägen 80, 184 25, Åkersberga, Sweden
Marker Bibliotek||5Mbi||Boks 84|1871|Örje|Rådhuset Örje|0|0|||+4769810589|marker.bibliotek@marker.kommune.no|http://www.smaalensveven.no|Rådhuset Örje, 1871, Örje, Norway
Hvidovrebibliotekerne||2Hvb||Hvidovrevej 280|2650|Hvidovre||0|0|||+4536392000|hvbib@hvidovre.dk|http://www.hvidovrebib.dk|Hvidovrevej 280, 2650, Hvidovre, Denmark
Sundhedsfagligt bibliotek||2Sfb||Østervangsvej 26 E|8900|Randers C||0|0|||+4587552190|bibsundrand@viauc.dk|http://www.jcvu.dk/default.aspx?id=380|Østervangsvej 26 E, 8900, Randers C, Denmark
Nes bibliotek||5Neb||Pb. 114|2151|Årnes|Rådhusgt.11|0|0|||+4763911270|barnes@nes-ak.kommune.no|http://www.nes-ak.kommune.no/nesbibliotek|Rådhusgt.11, 2151, Årnes, Norway
Hagagymnasiet||Hagb|gymbib|Hagagatan 36|602 15|Norrköping||58.6001183|16.1610184||0581|011153838||http://www.hagagymnasiet.norrkoping.se/|Hagagatan 36, 602 15, Norrköping, Sweden
Råneå bibliotek||Ranb|folkbib|Västerlångvägen 2|955 32|Råneå|Västerlångvägen 2|65.860409|22.280305|BD|2580|092457562|raneabibliotek@lulea.se|http://www.bibblo.se/lulea-ranea-bibliotek/blog|Västerlångvägen 2, 955 32, Råneå, Sweden
Norsk Luftfartsmuseum||5Nlm||Postboks 1124|8001|Bodø|Olav V. gate 120|0|0|||+4775507850|flymuseum@luftfart.museum.no|http://www.luftfart.museum.no|Olav V. gate 120, 8001, Bodø, Norway
Våler bibliotek||5Vbi||Kirkebygden skole|N-1592|Våler i Østfold||0|0|||+4769289234|postmottak@valer.folebibl.no|http://valer.folkebibl.no|Kirkebygden skole, N-1592, Våler i Østfold, Norway
Torshälla bibliotek||Esto|folkbib|Storgatan 26|644 31|Torshälla||59.4213295|16.4706621|D|0484|0167101770|torshalla.bibliotek@eskilstuna.se|http://eskilstuna.se/templates/Page_2542.asp|Storgatan 26, 644 31, Torshälla, Sweden
Wenströmska gymnasiet||Wegy|gymbib|Vedbovägen 1|724 80|Västerås||0|0|U|1980|021398006|per-olof.berghard@edu.vasteras.se|http://www.vasteras.se/wenstromska|Vedbovägen 1, 724 80, Västerås, Sweden
RBUP Øst og Sør||5Rbu||Pb. 4623Nydalen|N-0405|Oslo|Gullhaugveien 1-3|0|0|||+4722586143|bibliotek@r-bup.no|http://www.r-bup.no/|Gullhaugveien 1-3, N-0405, Oslo, Norway
Ellen Fries-biblioteket, Rosendalsgymnasiet||Efbr|gymbib|Uppsala kommun|753 75|Uppsala|Husargatan 8|59.8405205|17.6327179|C|0380|0187273353|biblioteket.rosendal@uppsalaskolor.net|http://www.rosendalsgymnasiet.uppsala.se/|Husargatan 8, 753 75, Uppsala, Sweden
PRIO Biblioteket|Institutt for fredsforskning (PRIO)|5Pri||Hausmanns gate 3|NO-0186|Oslo|Hausmanns gate 3|0|0|||+4722547761|library@prio.no||Hausmanns gate 3, NO-0186, Oslo, Norway
Universitetsholmens Gymnasiebibliotek||Uhol|gymbib|Citadellsv. 25|211 18|Malmö|Citadellsv. 25|55.6059467|12.9825232|LM|1280|040343186|annette.gillholm@malmo.se|http://malmo.se/Forskola--utbildning/Gymnasieskola/Gymnasieskolor-i-Malmo/Kommunala-gymnasieskolor/Universitetsholmens-gymnasium.html|Citadellsv. 25, 211 18, Malmö, Sweden
Farum bibliotek||2Fab||Stavnsholtvej 3|3520|Farum||0|0|||+4572354585|farumbib@farumbib.dk|http://www.furesorbibliotekerne.dk|Stavnsholtvej 3, 3520, Farum, Denmark
Institutet för hälsa och välfärd||3Ktl||PB 30|FI-00271|Helsingfors|Mannerheimvägen 166, FI-00300 Helsingfors|0|0|||+358206108297|kirjasto@thl.fi|http://www.ktl.fi/portal/svenska/presentation/tjanster/biblioteket/|Mannerheimvägen 166, FI-00300 Helsingfors, FI-00271, Helsingfors, Finland
Sammilsdalskolan||Sams|skolbib|ParkgatanBox 332|793 32|Leksand||60.7337366|14.990724|W|2029|024780349|oeter.during@leksand.se|http://leksand.se/skolor|ParkgatanBox 332, 793 32, Leksand, Sweden
Lunds universitets bibliotek||Lmlu|univbib|Lunds universitet, Universitetssjukhuset i Lund|221 85|Lund|Universitetssjukhuset i Lund|55.71245|13.196322|LM|1281||bibliotek.usil@med.lu.se|http://www.med.lu.se/bibliotek_och_ikt|Universitetssjukhuset i Lund, 221 85, Lund, Sweden
Falstadsenteret, Biblioteket||5Fab|||7624|Ekne||0|0|||+4774028040|biblioteket@falstadsenteret.no|http://asp.bibits.no/falstadsenteret/|Falstadsenteret, Biblioteket, 7624, Ekne, Norway
IT-biblioteket Katrinebjerg||2Ibk||Åbogade 34|DK 8200|Aarhus N|Helsingforsgade 12.1, DK 8200 Aarhus N|0|0|||21658253|katrinebjerg.library@au.dk|http://www.library.au.dk/|Helsingforsgade 12.1, DK 8200 Aarhus N, DK 8200, Aarhus N, Denmark
Göteborgs universitetsbibliotek||Gcl|univbib|Box  710|405 30|Göteborg||57.691623|11.955511|O|1480|0317861803|campuslinne@ub.gu.se|http://www.ub.gu.se/bibliotek/Gcl/|Göteborgs universitetsbibliotek, 405 30, Göteborg, Sweden
Anstalten Beateberg||Tbea|specbib|Kassettvägen 1|142 66|Trångsund|Kassettvägen 1|59.2213588|18.1373766|AB|0126|0855939698|thomas.ohnell@kriminalvarden.se|http://www.kvv.se/templates/KVV_JailInfo.aspx?id=2146|Kassettvägen 1, 142 66, Trångsund, Sweden
Ersta Sköndal högskolebibliotek||Eshs|univbib|Box 441|128 06|Sköndal|Herbert Widmans väg 5A|59.25031|18.119653|AB|0180|0855505163|biblioteket.skondal@esh.se|http://www.esh.se/bibliotek|Herbert Widmans väg 5A, 128 06, Sköndal, Sweden
Ersta Sköndal högskolebibliotek||Eshe|univbib|Box 111 89|100 61|Stockholm|Stigbergsgatan 30|59.316602|18.086491|AB|0180|0855505008|biblioteket.ersta@esh.se|http://www.esh.se/bibliotek|Stigbergsgatan 30, 100 61, Stockholm, Sweden
Nobelmuseets forskningsbibliotek||Nmfb|musbib|Stortorget 2Box 2245|103 16|Stockholm|Källargränd 4, direkt till vänster innanför dörren|59.32518|18.070779|AB|0180|0853481802|gustav.kallstrand@nobelmuseum.se|http://www.nobelmuseum.se/sv/forskningsbibliotek|Källargränd 4, direkt till vänster innanför dörren, 103 16, Stockholm, Sweden
Folkpensionsanstaltens informationstjänst||3Fpi||PB 450|00101|Helsingfors|Nordenskiöldsgatan 12|0|0|||+358206341701|tietopalvelu@kela.fi|http://www.fpa.fi/in/internet/svenska.nsf/NET/010601092559HR?openDocument|Nordenskiöldsgatan 12, 00101, Helsingfors, Finland
Horten bibliotek||5Hor||Apotekergt 10|N-3181|Horten||0|0|||+4733085330|bruker@horten.folkebibl.no|http://www.horten.folkebibl.no|Apotekergt 10, N-3181, Horten, Norway
